user_id,product,assigned_date,monthly_cost_usd
u00539,PDF,2024-01-01,12.97
u00540,PDF,2024-01-01,29.62
u00541,Zoom,2024-01-01,9.46
u00542,Zoom,2024-01-01,19.71
u00543,M365,2024-01-01,10.96
u00545,PDF,2024-01-01,20.71
u00546,PMTool,2024-01-01,18.35
u00546,PMTool,2024-01-01,13.04
u00547,PDF,2024-01-01,7.26
u00548,PMTool,2024-01-01,22.73
u00549,Zoom,2024-01-01,13.56
u00550,Zoom,2024-01-01,20.12
u00551,M365,2024-01-01,17.58
u00552,PMTool,2024-01-01,17.18
u00554,Zoom,2024-01-01,6.03
u00555,M365,2024-01-01,19.99
u00556,PDF,2024-01-01,26.64
u00556,Zoom,2024-01-01,22.02
u00558,M365,2024-01-01,13.38
u00559,M365,2024-01-01,13.57
u00560,M365,2024-01-01,7.79
u00561,PMTool,2024-01-01,24.97
u00562,M365,2024-01-01,12.84
u00563,M365,2024-01-01,16.9
u00564,PDF,2024-01-01,12.41
u00565,Zoom,2024-01-01,27.96
u00566,M365,2024-01-01,12.23
u00567,PDF,2024-01-01,23.23
u00568,PMTool,2024-01-01,25.1
u00569,PMTool,2024-01-01,9.5
u00570,PMTool,2024-01-01,28.07
u00572,PDF,2024-01-01,5.41
u00574,PMTool,2024-01-01,17.92
u00574,M365,2024-01-01,14.83
u00575,PMTool,2024-01-01,10.97
u00576,Zoom,2024-01-01,23.27
u00577,PMTool,2024-01-01,11.65
u00577,M365,2024-01-01,5.27
u00578,M365,2024-01-01,19.81
u00579,Zoom,2024-01-01,20.98
u00580,PDF,2024-01-01,13.47
u00581,PMTool,2024-01-01,23.92
u00582,PDF,2024-01-01,10.78
u00583,Zoom,2024-01-01,29.23
u00583,PMTool,2024-01-01,6.07
u00587,PDF,2024-01-01,29.54
u00588,PDF,2024-01-01,12.15
u00589,PDF,2024-01-01,28.14
u00590,M365,2024-01-01,20.77
u00591,PMTool,2024-01-01,13.7
u00592,PDF,2024-01-01,24.05
u00593,Zoom,2024-01-01,19.93
u00594,PMTool,2024-01-01,20.41
u00594,PMTool,2024-01-01,14.5
u00595,PMTool,2024-01-01,7.56
u00596,PMTool,2024-01-01,5.76
u00596,PMTool,2024-01-01,26.59
u00597,PMTool,2024-01-01,27.54
u00598,PDF,2024-01-01,24.99
u00598,PDF,2024-01-01,5.68
u00599,Zoom,2024-01-01,22.02
u00599,Zoom,2024-01-01,21.98
u00600,M365,2024-01-01,15.58
u00601,M365,2024-01-01,13.67
u00602,Zoom,2024-01-01,9.48
u00603,PDF,2024-01-01,12.69
u00604,PMTool,2024-01-01,29.22
u00605,M365,2024-01-01,22.0
u00607,PDF,2024-01-01,23.07
u00608,PMTool,2024-01-01,15.87
u00609,PDF,2024-01-01,26.19
u00610,PDF,2024-01-01,14.71
u00611,PDF,2024-01-01,22.84
u00612,PMTool,2024-01-01,14.9
u00613,PMTool,2024-01-01,6.23
u00614,PMTool,2024-01-01,26.19
u00615,PDF,2024-01-01,11.11
u00615,M365,2024-01-01,19.09
u00616,PDF,2024-01-01,15.81
u00617,Zoom,2024-01-01,22.26
u00618,Zoom,2024-01-01,10.26
u00619,PDF,2024-01-01,6.0
u00621,PMTool,2024-01-01,28.37
u00622,Zoom,2024-01-01,11.46
u00624,Zoom,2024-01-01,23.02
u00625,M365,2024-01-01,8.42
u00626,M365,2024-01-01,11.28
u00627,Zoom,2024-01-01,10.7
u00628,PDF,2024-01-01,8.46
u00629,M365,2024-01-01,20.12
u00630,PMTool,2024-01-01,13.28
u00631,M365,2024-01-01,13.21
u00632,PMTool,2024-01-01,6.44
u00633,M365,2024-01-01,10.04
u00634,M365,2024-01-01,22.92
u00635,Zoom,2024-01-01,10.34
u00636,PMTool,2024-01-01,29.82
u00637,Zoom,2024-01-01,17.32
u00638,M365,2024-01-01,15.35
u00639,M365,2024-01-01,28.87
u00640,PMTool,2024-01-01,5.71
u00641,PDF,2024-01-01,6.31
u00642,PDF,2024-01-01,9.24
u00643,PDF,2024-01-01,7.12
u00644,PDF,2024-01-01,23.2
u00645,M365,2024-01-01,21.88
u00646,PDF,2024-01-01,17.66
u00647,PDF,2024-01-01,19.23
u00647,PMTool,2024-01-01,25.76
u00648,M365,2024-01-01,11.13
u00650,PMTool,2024-01-01,27.08
u00652,PMTool,2024-01-01,11.68
u00653,Zoom,2024-01-01,7.61
u00655,PMTool,2024-01-01,23.71
u00656,M365,2024-01-01,11.44
u00657,M365,2024-01-01,19.73
u00658,PDF,2024-01-01,5.36
u00659,Zoom,2024-01-01,8.57
u00661,Zoom,2024-01-01,29.38
u00662,Zoom,2024-01-01,7.52
u00663,M365,2024-01-01,21.51
u00664,PDF,2024-01-01,19.06
u00665,M365,2024-01-01,22.5
u00666,Zoom,2024-01-01,8.44
u00667,PDF,2024-01-01,28.48
u00669,PMTool,2024-01-01,22.88
u00670,M365,2024-01-01,26.18
u00671,Zoom,2024-01-01,10.13
u00672,PMTool,2024-01-01,6.45
u00674,M365,2024-01-01,14.61
u00674,Zoom,2024-01-01,22.45
u00675,PDF,2024-01-01,15.02
u00678,PDF,2024-01-01,17.88
u00679,PMTool,2024-01-01,9.82
u00680,M365,2024-01-01,26.41
u00681,Zoom,2024-01-01,14.87
u00682,Zoom,2024-01-01,15.43
u00683,Zoom,2024-01-01,5.19
u00684,PDF,2024-01-01,23.31
u00685,PDF,2024-01-01,13.26
u00686,PMTool,2024-01-01,13.06
u00687,PMTool,2024-01-01,13.8
u00688,PMTool,2024-01-01,15.77
u00688,M365,2024-01-01,14.66
u00689,PMTool,2024-01-01,25.21
u00690,M365,2024-01-01,13.94
u00691,PDF,2024-01-01,7.66
u00692,PDF,2024-01-01,11.5
u00693,PMTool,2024-01-01,28.32
u00693,Zoom,2024-01-01,10.04
u00694,PMTool,2024-01-01,5.42
u00697,Zoom,2024-01-01,15.21
u00697,PDF,2024-01-01,25.25
u00698,Zoom,2024-01-01,17.82
u00699,PDF,2024-01-01,23.28
u00700,Zoom,2024-01-01,5.76
u00702,M365,2024-01-01,19.6
u00703,PMTool,2024-01-01,19.91
u00706,Zoom,2024-01-01,18.88
u00707,PDF,2024-01-01,18.17
u00709,PMTool,2024-01-01,23.79
u00711,PDF,2024-01-01,17.46
u00712,PDF,2024-01-01,21.92
u00713,M365,2024-01-01,8.51
u00714,PDF,2024-01-01,11.76
u00715,Zoom,2024-01-01,29.24
u00716,Zoom,2024-01-01,13.3
u00717,Zoom,2024-01-01,26.11
u00718,Zoom,2024-01-01,7.41
u00719,PMTool,2024-01-01,12.14
u00720,PDF,2024-01-01,28.89
u00721,PMTool,2024-01-01,23.45
u00722,Zoom,2024-01-01,10.04
u00723,Zoom,2024-01-01,25.98
u00724,PMTool,2024-01-01,22.41
u00725,PMTool,2024-01-01,8.98
u00726,PMTool,2024-01-01,5.78
u00727,PMTool,2024-01-01,22.91
u00728,PMTool,2024-01-01,25.97
u00729,M365,2024-01-01,26.23
u00730,PMTool,2024-01-01,15.07
u00731,M365,2024-01-01,14.29
u00732,M365,2024-01-01,16.72
u00733,Zoom,2024-01-01,27.16
u00735,M365,2024-01-01,28.34
u00736,PMTool,2024-01-01,23.12
u00737,PMTool,2024-01-01,20.62
u00738,Zoom,2024-01-01,27.1
u00739,M365,2024-01-01,5.9
u00740,PMTool,2024-01-01,12.91
u00741,PMTool,2024-01-01,6.39
u00742,PMTool,2024-01-01,29.61
u00743,M365,2024-01-01,20.68
u00744,PDF,2024-01-01,10.06
u00746,M365,2024-01-01,26.07
u00747,M365,2024-01-01,13.82
u00747,PMTool,2024-01-01,20.06
u00748,PDF,2024-01-01,14.24
u00749,PMTool,2024-01-01,9.19
u00750,PDF,2024-01-01,18.76
u00751,M365,2024-01-01,26.53
u00752,PMTool,2024-01-01,6.98
u00753,M365,2024-01-01,9.51
u00754,M365,2024-01-01,20.8
u00755,M365,2024-01-01,8.87
u00756,PMTool,2024-01-01,26.18
u00757,Zoom,2024-01-01,25.39
u00757,PMTool,2024-01-01,5.18
u00758,M365,2024-01-01,26.83
u00758,Zoom,2024-01-01,10.49
u00759,Zoom,2024-01-01,14.69
u00760,PDF,2024-01-01,27.63
u00762,PMTool,2024-01-01,28.03
u00763,PMTool,2024-01-01,17.27
u00764,Zoom,2024-01-01,29.91
u00765,PMTool,2024-01-01,5.33
u00766,M365,2024-01-01,24.15
u00767,Zoom,2024-01-01,7.5
u00768,PDF,2024-01-01,16.0
u00769,M365,2024-01-01,18.12
u00770,Zoom,2024-01-01,17.91
u00771,M365,2024-01-01,12.78
u00772,M365,2024-01-01,29.3
u00773,PMTool,2024-01-01,28.77
u00774,Zoom,2024-01-01,28.41
u00775,M365,2024-01-01,9.96
u00776,PDF,2024-01-01,20.69
u00778,M365,2024-01-01,19.57
u00780,Zoom,2024-01-01,10.8
u00782,PDF,2024-01-01,11.59
u00783,PDF,2024-01-01,5.62
u00784,PMTool,2024-01-01,23.14
u00785,M365,2024-01-01,6.66
u00786,PDF,2024-01-01,16.99
u00787,Zoom,2024-01-01,26.72
u00789,Zoom,2024-01-01,20.04
u00790,PMTool,2024-01-01,10.84
u00792,M365,2024-01-01,8.42
u00793,PDF,2024-01-01,28.04
u00794,Zoom,2024-01-01,10.67
u00795,PDF,2024-01-01,6.72
u00796,Zoom,2024-01-01,19.58
u00797,PMTool,2024-01-01,27.76
u00798,PMTool,2024-01-01,22.73
u00799,PDF,2024-01-01,23.58
u00800,M365,2024-01-01,28.04
u00801,M365,2024-01-01,15.62
u00802,Zoom,2024-01-01,27.44
u00802,M365,2024-01-01,15.11
u00803,PDF,2024-01-01,27.28
